citing_paper_id,cited_paper_id,citing_title,cited_title,citing_year,cited_year,resolution_method
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,Fast gapped-read alignment with Bowtie 2.,2026,2012,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,Fast and accurate short read alignment with Burrows-Wheeler transform.,2026,2009,unresolved
pmid_41512286,10.1038_nature12886,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,The complete genome sequence of a Neanderthal from the Altai Mountains.,2026,2013,exact_pmid
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,BEDTools: a flexible suite of utilities for comparing genomic features.,2026,2010,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,gargammel: a sequence simulator for ancient DNA.,2026,2017,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,Temporal patterns of nucleotide misincorporations and DNA fragmentation in ancient DNA.,2026,2012,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,Improving ancient DNA read mapping against modern reference genomes.,2026,2012,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,"Paleogenomics. Genomic structure in Europeans dating back at least 36,200 years.",2026,2014,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,Neandertal and Denisovan DNA from Pleistocene sediments.,2026,2017,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,Unearthing Neanderthal population history using nuclear and mitochondrial DNA from cave sediments.,2026,2021,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,Improved metagenomic analysis with Kraken 2.,2026,2019,unresolved
pmid_41512286,,sedimix: a workflow for the analysis of hominin nuclear DNA sequences from sediments.,Pleistocene sediment DNA reveals hominin and faunal turnovers at Denisova Cave.,2026,2021,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,2019,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Paleolithic and neolithic lineages in the European mitochondrial gene pool.,2026,1996,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Compilation of human mtDNA control region sequences.,2026,1998,unresolved
pmid_41398926,pmid_20448178,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,A draft sequence of the Neandertal genome.,2026,2010,exact_pmid
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The three waves: Rethinking the structure of the first Upper Paleolithic in Western Eurasia.,2026,2023,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The evolutionary history of Neanderthal and Denisovan Y chromosomes.,2026,2020,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Ancient gene flow from early modern humans into Eastern Neanderthals.,2026,2016,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Origin of Modern Humans of China Viewed From Cranio-dental Characteristics of late Homo sapiens in China,2026,1998,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The Contribution of Neanderthals to Phenotypic Variation in Modern Humans.,2026,2017,unresolved
pmid_41398926,10.1038_nature12961,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The genomic landscape of Neanderthal ancestry in present-day humans.,2026,2014,exact_pmid
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The phenotypic legacy of admixture between modern humans and Neandertals.,2026,2016,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,A genomic region associated with protection against severe COVID-19 is inherited from Neandertals.,2026,2021,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,A Neanderthal Sodium Channel Increases Pain Sensitivity in Present-Day Humans.,2026,2020,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Neanderthal-derived genetic variation in living humans relates to schizophrenia diagnosis, to psychotic symptom severity",2026,2021,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Neandertal Introgression Sheds Light on Modern Human Endocranial Globularity.,2026,2018,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,A Review of Default Mode Network Connectivity and Its Association With Social Cognition in Adolescents With Autism Spect,2026,2020,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Functional connectivity for an ""island of sparing"" in autism spectrum disorder: an fMRI study of visual search.",2026,2012,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Mitochondrial dysfunction in autism spectrum disorders: a systematic review and meta-analysis.,2026,2011,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Targeted sequencing identifies 91 neurodevelopmental-disorder risk genes with autism and developmental-disability biases,2026,2017,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Reciprocal signaling between translational control pathways and synaptic proteins in autism spectrum disorders.,2026,2014,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Signals from the lysosome: a control centre for cellular clearance and energy metabolism.,2026,2013,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Emerging roles of Wnts in the adult nervous system.,2026,2009,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Mechanically Activated Ion Channels.,2026,2015,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Mechanobiological insight into brain diseases based on mechanosensitive channels: Common mechanisms and clinical potenti,2026,2024,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The brain's extracellular matrix and its role in synaptic plasticity.,2026,2012,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The Perineuronal 'Safety' Net? Perineuronal Net Abnormalities in Neurological Disorders.,2026,2018,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Primary cilia in the developing and mature brain.,2026,2014,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Microglia sculpt postnatal neural circuits in an activity and complement-dependent manner.,2026,2012,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Immune mediators in the brain and peripheral tissues in autism spectrum disorder.,2026,2015,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Dental evolutionary rates and its implications for the Neanderthal-modern human divergence.,2026,2019,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The phylogenetic position of the Yunxian cranium elucidates the origin of &lt;i&gt;Homo longi&lt;/i&gt; and the Denisova,2026,2025,unresolved
pmid_41398926,pmid_21179161,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Genetic history of an archaic hominin group from Denisova Cave in Siberia.,2026,2010,exact_pmid
pmid_41398926,10.1038_nature12886,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The complete genome sequence of a Neanderthal from the Altai Mountains.,2026,2013,exact_pmid
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"New fossils from Jebel Irhoud, Morocco and the pan-African origin of Homo sapiens.",2026,2017,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"The age of the hominin fossils from Jebel Irhoud, Morocco, and the origins of the Middle Stone Age.",2026,2017,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Did Our Species Evolve in Subdivided Populations across Africa, and Why Does It Matter?",2026,2018,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Recurrent gene flow between Neanderthals and modern humans over the past 200,000 years.",2026,2024,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Paleoanthropology of the Kibish Formation, southern Ethiopia: Introduction.",2026,2008,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The earliest modern humans outside Africa.,2026,2018,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The earliest unequivocally modern humans in southern China.,2026,2015,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"A new small-bodied hominin from the Late Pleistocene of Flores, Indonesia.",2026,2004,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,pmid_20336068,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The complete mitochondrial DNA genome of an unknown hominin from southern Siberia.,2026,2010,exact_pmid
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Altitude adaptation in Tibetans caused by introgression of Denisovan-like DNA.,2026,2014,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Excavating Neandertal and Denisovan DNA from the genomes of Melanesian individuals.,2026,2016,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Denisovan Ancestry in East Eurasian and Native American Populations.,2026,2015,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,2024,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Late Middle Pleistocene Harbin cranium represents a new <i>Homo</i> species.,2026,2021,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Massive cranium from Harbin in northeastern China establishes a new Middle Pleistocene human lineage.,2026,2021,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Denisovan mitochondrial DNA from dental calculus of the &gt;146,000-year-old Harbin cranium.",2026,2025,unresolved
pmid_41398926,10.1038_nature12961,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The Combined Landscape of Denisovan and Neanderthal Ancestry in Present-Day Humans.,2026,2016,fuzzy_title_0.71
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Recovering signals of ghost archaic introgression in African populations.,2026,2020,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Genome sequence of a 45,000-year-old modern human from western Siberia.",2026,2014,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,An early modern human from Romania with a recent Neanderthal ancestor.,2026,2015,unresolved
pmid_41398926,pmid_21179161,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The genetic history of Ice Age Europe.,2026,2016,fuzzy_title_0.67
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Modern human incursion into Neanderthal territories 54,000 years ago at Mandrin, France.",2026,2022,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,1952,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"The genetic identity of the earliest human-made hybrid animals, the kungas of Syro-Mesopotamia.",2026,2022,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Comparative studies on speciation: 30 years since Coyne and Orr.,2026,2021,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The population genetics of speciation: the evolution of hybrid incompatibilities.,2026,1995,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The Molecular Basis of Punctuated Equilibria: The Roles of Developmental Genes in Stasis and Speciation,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Transcriptome-wide signature of hybrid breakdown associated with intrinsic reproductive isolation in lake whitefish spec,2026,2010,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Many human accelerated regions are developmental enhancers.,2026,2013,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Rewiring of human neurodevelopmental gene regulatory programs by human accelerated regions.,2026,2021,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Accelerated Evolution of Enhancer Hotspots in the Mammal Ancestor.,2026,2015,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Developmental Loci Harbor Clusters of Accelerated Regions That Evolved Independently in Ape Lineages.,2026,2018,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Drift-barrier hypothesis and mutation-rate evolution.,2026,2012,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The genomic signatures of evolutionary stasis.,2026,2024,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Hybrid dysgenesis in Drosophila melanogaster: nature and inheritance of P element regulation.,2026,1985,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Diverse African genomes reveal selection on ancient modern human introgressions in Neanderthals.,2026,2023,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Patterns of coding variation in the complete exomes of three Neandertals.,2026,2014,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The impact of recent population history on the deleterious mutation load in humans and close evolutionary relatives.,2026,2016,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The Genetic Cost of Neanderthal Introgression.,2026,2016,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,"Culture, population structure, and low genetic diversity in Pleistocene hominins.",2026,2008,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,An abundance of developmental anomalies and abnormalities in Pleistocene people.,2026,2018,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Ancient roots: A Cambrian explosion of autism susceptibility genes.,2026,2023,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Impacts of Neanderthal-Introgressed Sequences on the Landscape of Human Gene Expression.,2026,2017,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,A century of theories of balancing selection,2026,2025,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,On the importance of balancing selection in plants.,2026,2013,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Autism As a Disorder of High Intelligence.,2026,2016,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,More than a decade of genetic research on the Denisovans.,2026,2023,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,,2026,,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The Divergence of Neandertal and Modern Human Y Chromosomes.,2026,2016,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,No evidence of Neandertal mtDNA contribution to early modern humans.,2026,2004,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,The Strength of Selection against Neanderthal Introgression.,2026,2016,unresolved
pmid_41398926,,Hybrid Legacies: Evolutionary Consequences of Neandertal Introgression and Implications for Autism.,Integrating sex-bias into studies of archaic introgression on chromosome X.,2026,2023,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Transcription Elongation Can Affect Genome 3D Structure.,2026,2018,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,UCSF Chimera--a visualization system for exploratory research and analysis.,2026,2004,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,CNVs: harbingers of a rare variant revolution in psychiatric genetics.,2026,2012,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,3D-GNOME 3.0: a three-dimensional genome modelling engine for analysing changes of promoter-enhancer contacts in the hum,2026,2023,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,An integrated 3-Dimensional Genome Modeling Engine for data-driven simulation of spatial genome organization.,2026,2016,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,The Contribution of Neanderthals to Phenotypic Variation in Modern Humans.,2026,2017,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Partitioning heritability of regulatory and cell-type-specific variants across 11 common diseases.,2026,2014,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Three-dimensional genome rewiring in loci with human accelerated regions.,2026,2023,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,The role of 3D chromatin domains in gene regulation: a multi-facetted view on genome organization.,2026,2020,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,ChIP-based methods for the identification of long-range chromatin interactions.,2026,2009,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,EnhancerAtlas 2.0: an updated resource with enhancer annotation in 586 tissue/cell types across nine species.,2026,2020,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Application of deep learning algorithm on whole genome sequencing data uncovers structural variants associated with mult,2026,2022,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,The 4D Nucleome Data Portal as a resource for searching and visualizing curated nucleomics data.,2026,2022,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,The spatial organization of transcriptional control.,2026,2022,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Multiscale molecular modeling of chromatin with MultiMM: From nucleosomes to the whole genome.,2026,2024,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Structural variants are a major source of gene expression differences in humans and often affect multiple nearby genes.,2026,2021,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Structural variation in the human genome and its role in disease.,2026,2010,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Towards accurate and reliable resolution of structural variants for clinical diagnosis.,2026,2022,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Comprehensive mapping of long-range interactions reveals folding principles of the human genome.,2026,2009,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Spring Model - Chromatin Modeling Tool Based on OpenMM.,2026,2019,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Spatial chromatin architecture alteration by structural variations in human genomes at the population scale.,2026,2019,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Denisovan introgression has shaped the immune system of present-day Papuans.,2026,2022,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,NGL Viewer: a web application for molecular visualization.,2026,2015,unresolved
pmid_41296557,pmid_22936568,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,A high-coverage genome sequence from an archaic Denisovan individual.,2026,2012,exact_pmid
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Ensembl 2025.,2026,2025,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,From DNA human sequence to the chromatin higher order organisation and its biological meaning: Using biomolecular intera,2026,2021,unresolved
pmid_41296557,10.1038_nature12886,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,The complete genome sequence of a Neanderthal from the Altai Mountains.,2026,2013,exact_pmid
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Chromatin topology reorganization and transcription repression by PML-RARα in acute promyeloid leukemia.,2026,2020,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Reconstructing DNA methylation maps of ancient populations.,2026,2024,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,The Simons Genome Diversity Project: 300 genomes from 142 diverse populations.,2026,2016,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Sequence-Based Machine Learning Reveals 3D Genome Differences between Bonobos and Chimpanzees.,2026,2024,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,Evolutionary divergence in CTCF-mediated chromatin topology drives transcriptional innovation in humans.,2026,2025,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,cudaMMC: GPU-enhanced multiscale Monte Carlo chromatin 3D modelling.,2026,2023,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,GENCODE reference annotation for the human and mouse genomes.,2026,2019,unresolved
pmid_41296557,,enhancer3D: 3D chromatin structures and enhancer-promoter distance profiles for archaic and modern human genomes.,The UCSC Genome Browser Database: update 2006.,2026,2006,unresolved
